id,gia,tieu_de,mo_ta_chi_tiet,thuong_hieu,dong_xe,nam_dang_ky,so_km_da_di,tinh_trang,loai_xe,dung_tich_xe,xuat_xu
2306,6.8,WAVE RSX HONĐA BSTP MÁY ÊM MẠNH ĐỀ KÈN XINHAN ĐỦ,AE TÀI CHÍNH ÍT MUỐN KIẾM XE HÃNG NGON BỀN RẺ ĐẸP ALO EM BÁN CHIẾC WAVE RSX HONĐA BIỂN SÀI GÒN NHA TÌNH TRẠNG XE CHẠY TỐT LẮM MÁY ÊM MẠNH CÁC CHỨC NĂNG ĐỀ KÈN XI NHAN LÊN ĐỦ CẢ TÓM LẠI MUA VỀ GIỌOC LIỀN CAVET GỐC ĐÀNG HOÀNG YÊN TÂM AE NÀO ƯNG ALO EM NHA,Honda,Wave,2010.0,25000.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật
2307,4.7,wave 110,Nhà dư xe wave giấy tờ đầy đủ các chức năng còn oke điện đề đầy đủ xe chạy ngon sường chắc chắn ko mục động cơ chạy vu vu ko kêu máy xe có làm nồi độ ga đầu chạy mạnh bốc xe chạy lợi xăng ko hao tốn xăng nhiều,Honda,Wave,2011.0,70000.0,Đã sử dụng,Xe số,100 - 175 cc,Trung Quốc
2308,17.0,Winner X V1 2016,odo 83kkm TpHcm Biển 93 17 000 000 giá cả thương lượng,Honda,Winner,2016.0,83000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam
2309,39.8,Ex 2010 CTD 1S94 Bstp Ngay chủ,Ex 2010 CTD 1S94 Bstp Ngay chủ Máy Bao Êm Máy giữa còn Áo zin tem zin ốc tán đều,Yamaha,Exciter,2010.0,30.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam
2310,25.0,Cần tiền bán gấp xe nhà đang sử dụng,Xe SUZUKI GD110 xe nhà đang sử dụng đời 2022 tình trang mới trên 95 dòng xe thể thao dạng vừa cho các bạn thích xe côn tay chính chủ công chứng ngay,Suzuki,GD,2022.0,3000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật
2311,2.0,Bán xe Dream như hình,xe ko đen máy ok chạy cày 2000 ko cao,Honda,Dream,1980.0,80000.0,Đã sử dụng,Xe số,100 - 175 cc,Hàn Quốc
2312,17.8,Cần bán winner x,Cần bán winner x đăng ký 2021 Máy móc zin êm ru Dàn áo leng keng mới lột keo Xe lên kiểng như hình Xe về xăng nhớt là chạy Giấy tờ đầy đủ giao cccd chủ xe viết giấy mua bán bao tranh chấp Hoặc sang tên nhờ dịch vụ Xem xe tại nhà quận 12 Ae cần lh và lên nhà test xe thoải mái Cảm ơn,Honda,Winner X,2021.0,20000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam
2313,14.0,Xe Lead 125 Xe Chính Chủ,Mình cần bán xe lead 125 Xe còn chạy ngon dàn mủ hơi trày xước theo năm tháng còn lại ok hết Xe Chính Chủ mình đứng tên,Honda,Lead,2015.0,300000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản
2314,57.0,SH Mode125i date 2025 trả trước 5 triệu,SH mode 125i bản CBS Hiện trạng xe mới 100 chưa qua sử dụng Hỗ trợ gói góp lãi suất ưu đãi của 5 tổ chức tín dụng ngân hàng nhà nước Lãi suất giao động từ 0 9 tháng Hỗ trợ trả trước chỉ từ 10 20 giá trị xe chỉ từ 5triệu nhận xe Hỗ trợ lặp đặt phụ kiện giảm giá 50 Hỗ trợ ship xe trong bán kính 5km Ngoài ra còn nhiều quà tặng ưu đãi hấp dẫn khác như Mũ nón Áo mưa BHXM Phiếu nhớt Hỗ trợ giá góp ưu đãi cho HSSV Công nhân viên chức Forwork Z L CỬA HÀNG XE MÁY NHẬP KHẨU HÓC MÔN ĐỊA CHỈ 597 Nguyễn Ảnh Thủ Hiệp Thành Quận 12 HCM Gần Ngã 3 Đông Quang đối diện cây xăng Phương Minh Luân,Honda,SH Mode,2025.0,0.0,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác
2315,18.0,xe chính chủ ít đi,Xe nhà chính chủ nay Ba em ít đi nên bán lại cho ai thích sưu tầm Xem tại q12,Honda,Dream,1993.0,100000.0,Đã sử dụng,Xe số,50 - 100 cc,Đang cập nhật
2316,18.0,Bán Yamaha Fz150i 2014 tặng bộ 3 thùng givi,Từ bỏ cuộc chơi đổi qua tay ga bán fz150i 2014 biển sg ủy quyền hợp đồng mua bán vô tư Tình trạng không lỗi lầm đang đi làm hàng ngày odoo hơn 4 vạn Xe bao gồm 1 Bộ 3 thùng givi chế riêng fz bao cứng cáp 2 Pô leovince dài real có kèm pô zin 3 Lên mâm vỏ 130 70 nhìn cứng cáp chạy đầm hơn 4 Chống đổ 5 Ghi đông MT15 gù nâng tư thế lái thoải mái 6 Độ yên đèn led mặt nạ lặt vặt này kia 7 thay nhớt fuchs silkolene mỗi 2k km 8 Mua thiện chí mình lục hết đồ chưa dùng tặng Xe này bao lành mình đi phượt và cắm trại xa rất an tâm bộ 3 thùng givi chở được rất nhiều đồ phù hợp các bạn hay phượt cắm trại nâng cấp từ xe nhỏ Muốn xem xe thì nhắn inbox mình nha mình bận nên chỉ tiếp người thiện chí ít nói miễn lái cám ơn,Yamaha,FZ,2014.0,40000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật
2317,38.5,Winner x v4 mới 99 odo 50km,Winner x v4 dky t2 năm 2025 odo 50km mới lấy về ko đi nên cần bán còn bảo hành hãng bản ABS đặc biệt,Honda,Winner X,2025.0,50.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam
2318,21.5,Bán ex 135 xún áo 2010,máy em gtđ bao tranh chấp có fix giá gặp trao đổi trực tiếp hoặc liên hệ zalo,Yamaha,Exciter,2012.0,30000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam
2319,15.0,cần bán ex 135 hoặc giao lưu 1s9a ạ,Xe có giấy tờ mua bán cửa hàng Cccd chủ photo Cavet Em ở gần aeon tân phú,Yamaha,Exciter,2014.0,40000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Trung Quốc
2320,8.8,Sirius RC 2013 máy bao zin êm ru áo dán keo xe đẹp,Cần bán Sirius RC 2013 biển 60 chính chủ Có CCCD chủ xe đầy đủ Yên tâm pháp lý Máy móc chưa sửa chữa bao zin ốc bao thợ tét thoải mái Êm ru chạy rất mạnh Tiết kiệm xăng Dàn áo bọc keo còn rất đẹp luôn Điện đề đầy đủ Đề nhẹ là nổ máy Mua bán trực tiếp tại nhà mình Viết giấy tờ cam kết bao tranh cả đời xe Photo CCCD của mình Hình ảnh thật Cảm ơn,Yamaha,Sirius,2013.0,53000.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật
2321,16.0,Xe mk đang đi bình thường do kẹt tiền nên bán,Xe Ko chính chu bao tranh chap giấy to mua ban hai bên ký,Yamaha,Exciter,2018.0,4933.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam
2322,16.5,Cần bán Wave A110 bso thành phố chính chủ,Xe đẹp long lanh từ dàn chân tới dàn áo Đã lên chống trộm chìa khoá zin đầy đủ cả 2 Xem xe trực tiếp Q12,Honda,Wave,2023.0,12000.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam
2323,1.5,Bán xác xe,Xe cũ máy kêu ae thợ thầy rã xác thì qua lấy Gần Tu Viện Khánh An An Phú Đông Quận 12 HCM,Yamaha,Nouvo,2010.0,50000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật
2324,7.8,Xe Sirius Thái 2008 zin BSTP máy êm ru,cần bán xe đi lâu nay sirius thái 2008 zin chạy rất bền dàn áo còn đẹp Máy móc thì khỏi phải bàn êm ru xe đi rất lợi xăng BSTP giấy tờ đầy đủ Ai cần qua nhà e xem trực tiếp nha,Yamaha,Sirius,2008.0,30000.0,Đã sử dụng,Xe số,100 - 175 cc,Thái Lan
2325,3.8,Xe k đi để lại ae đi lam,Xe may êm ít hao xang mới làm nồi thay nhớt,SYM,Attila,2015.0,9999.0,Đã sử dụng,Tay ga,Đang cập nhật,Bảo hành hãng
2326,2.0,Bán xe alita quận 12 giá rẻ,Kệt tiền cần bán gấp xe đang chạy bình thường,Honda,Dòng khác,2004.0,70000.0,Đã sử dụng,Tay ga,Đang cập nhật,Bảo hành hãng
2327,25.0,Can ban Ab 216 9 chủ so tp,Can bán ab 216 1 đời chủ mua mới xua gio bien so tp ký sang ten 1 nốt nhac,Honda,Air Blade,2016.0,55000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản
2328,67.0,SH 150ABS SIÊU ZIN CHÍNH CHỦ SỬ DỤNG CHÍNH HÃNG,Chính chủ dư dùng bán SH 150 phanh ABS trước sau Xe nguyên zin toàn bộ mới lột keo không trầy xước màu sơn zin Xe bao chưa từng sửa chữa máy móc zin toàn bộ không độ chế Xe do quá ít đi nên bán cho người yêu dòng xe và có nhu cầu Tất cả thông tin là chính chủ Chất lượng xe đáng tin hoàn toàn Chỉ việc chạy về và hưởng thụ Em đi rất giữ gìn nên đảm bảo khác biệt với xe chợ Dòng xe này dáng rất đẹp và thanh lịch sang trọng Em chạy otô nên lâu lắm không dùng đến Cảm ơn ace đã coi tin và ủng hộ,Honda,SH,2018.0,28000.0,Đã sử dụng,Tay ga,Đang cập nhật,Bảo hành hãng
2329,17.0,cần tiền bán xe airblade 2016 máy móc nguyên bản,cần tiền bán xe airblade 2016 giấy tờ đầy đủ xe biển số tỉnh không chính chủ ngày xưa mua ở cửa hàng vẫn còn giấy mua bán máy móc còn êm xe còn khá mới mua bán tại nhà cá nhân bán không phải cửa hàng kinh doanh gì viết giấy cam kết bao tranh chấp a e cứ đến xem được thì mua xem thoải mái,Honda,Air Blade,2016.0,50000.0,Đã sử dụng,Tay ga,Đang cập nhật,Bảo hành hãng
2330,7.5,WaveS 110 2014,Wave 110 2014 bstp hóc môn máy móc sạch sẽ êm ru bán bao tranh chấp tai nhà ai cần xe đi làm alo e nha,Honda,Wave,2014.0,0.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam
2331,36.0,Cần bán xe mới đang đi do nhà dư sài,Xe nhà dư sài nên bán bớt Xe mới keng nữ chạy nên giữ rất kỹ Giá bán 36 tr Miễn trả giá Bớt lộc cho ai Thiện trí đến mua Mua bán công chứng sang tên ngay Xem xe tại phường hiệp thành q12 Không tiếp cò lái,Honda,Vision,2024.0,6878.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật
2332,11.5,Cân ban xe giay to day du may em,Xe chay còn rất là êm bao ae teff thoải mái,Honda,Winner,2017.0,52700.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật
2334,11.5,Vision 2013 làm nhẹ nồi êm cực bốc kèm pô zin,Tình trạng xe êm mượn bốc không lỗi lầm Giấy tờ bao tranh chấp xe đẹp như hình Xem xe Q12 ngã tư bà điểm Liên hệ,Honda,Vision,2013.0,400000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam
2335,25.0,đẩy gấp cứu chủ,xe keng odo thấp xe 09c còn lh dc chủ để rút gốc,Honda,Vision,2024.0,7000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác
2336,7.3,Cup 50cc cho các bé đi học không cần bằng lái,Cup 50cc cho các bé đi học máy zin êm bốc bao phê bao tê cho ae đi làm cavet đầy đủ tiết kiệm xăng siêu bền máy chạy êm bốc mạnh mẽ bình đề đèn đầy đủ full chức năng dàn ngoài sạch sẽ liền lạc đẹp leng keng Bánh căm cứng cáp nhẹ nhàng êm ái máy móc zin êm bốc sạch sẽ khô ráo cho ae mua về là đỗ xăng đi thoy xe đẹp sạch sẽ giá sinh viên 7tr3 fix 1 bình xăng đầy cho ae qa mua sdt,Detech,Espero,2019.0,8000.0,Đã sử dụng,Xe số,Dưới 50 cc,Hàn Quốc
2337,6.7,SIRIUS XE HÃNG MÁY BAO NGON ÊM RU CỰC MẠNH XE TỐT,AE TÀI CHÍNH ÍT KIẾM XE HÃNG NGON BỀN ĐẸP ALO EM Ạ EM BÁN CHIẾC SIRIUS HÃNG BIỂN ĐỒNG NAI TÌNH TRẠNG XE CỰC NGON BỀN CHẠY BAO ƯNG CỨNG KHỪ MÁY MÓC ÊM RU CHẠY MẠNH LẮM MÁY ZIN CHƯA SỬA CHỮA CÁC CHỨC NĂNG ĐỀ KÈN XI NHAN ĐỦ CẢ TÓM LẠI MUA VỀ GIỌOC LIỀN CAVET GỐC ĐÀNG HOÀNG YÊN TÂM MUA BÁN TẠI NHÀ,Yamaha,Sirius,2012.0,25000.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật
2338,3.5,Xe cub,Hãng sumoto biển thành phố Xe mới thay bình thay nhớt Đề thắng bình thường Đi học đi chợ đi xa không cần bằng Xe rất tiết kiệm xăng Có cavet xe,Hãng khác,Dòng khác,2022.0,20000.0,Đã sử dụng,Xe số,50 - 100 cc,Đang cập nhật
2339,3.8,Bán xe wave bao êm,Bán xe wave như hình máy móc bao êm bình đề đèn kèn đầy đủ giá sinh viên 3 triệu tám bớt xăng vui vẻ ko trả lời tin nhắn em xe nhà bán ko phải cửa hàng nhé cám ơn a e đã xem tin,Honda,Wave,2007.0,45678.0,Đã sử dụng,Xe số,100 - 175 cc,Trung Quốc
2340,4.0,Wave TQ,Wave TQ giấy tờ đầy đủ máy móc nghiêm chỉnh chỉ việc đổ xăng là chạy bớt xăng cộ cho anh em đến mua,Hãng khác,Dòng khác,2010.0,50000.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật
2341,18.8,Honda Vision 2017 biển BSTP ký uỷ quyền,Honda Vision 2017 biển BSTP ký uỷ quyền Biển số Thành phố Odo 70k Ngoại hình liền lạc dán keo nguyên con bể chóa đèn phải nhỏ Máy móc nổ êm rủ mạnh Điện đề đèn còi đầy đủ iding stop Xe lấy về đổ xăng và chạy Bao công chứng ký mua bán hoặc uỷ quyền Xem xe Cầm đồ Thạnh Lộc 04 TL19 phường Thạnh Lộc Quận 12,Honda,Vision,2017.0,70000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam
2342,35.0,Cần bán,Xe nhà đi kẹt tiền cần bán xe được dọn mới về phần máy rất êm mạnh máy chưa trẻ chưa rút lòng aec lại xem trức tiếp sẻ ưg ý vì bên ngoài còn đẹp hơn trog hinh,Honda,Future,2006.0,25000.0,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản
2343,3.8,xe wave trung quốc cavet theo xe,Xe wave TQ Máy móc êm đầu et Áo chân sạch sẽ,Honda,Wave,2006.0,10000.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam
2344,7.5,bán hoặc gl,do nhu cầu đổi xe nên cần bán chiếc xe như hình máy móc bao êm mạnh vọt về chỉ cần chạy ko sửa thêm gì,Yamaha,Sirius,2017.0,1111.0,Đã sử dụng,Xe số,100 - 175 cc,Nước khác
2345,41.0,Cb150r Streetfire,Thông tin về xe Odo 31 000 km Phiên bản 2019 Biển số thành phố 59 chính chủ sang tên toàn quốc Thay nhớt Fuchs Mannol Liqui đều đặn Có sẵn cảng sau Givi Ghi đông Accossato Tay thắng RCB chính hãng Tay côn TWM Gù carbon thay bên shop 2 bánh Bảo trì bảo dưỡng định kỳ gần nhất vừa thay bình và lọc gió mới Cặp lốp Michelin trước Dunlop sau vừa thay mới toanh Có bảo vệ két nước Yếm che bánh sau Xe chạy chill khá phong cách và tạo điểm nhấn trên đường phố Bao test 12x cá nhân mình thấy tốc độ hợp lý cho em nó là 7x cảm giác thoáng máy và êm ái Đồ theo xe còn đầy đủ cho anh em về zin nhé,Honda,CB,2019.0,31000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nước khác
2346,1.7,nhà dư cần bán xe,nhà dư chiếc xe cần bán xe đổ xăng vô là chạy ai cần mua đi làm thì liên hệ,Kawasaki,Max,1997.0,1111.0,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản
2347,17.8,Bán exciter 150 2016 Đỏ đen nhám chính chủ bs TP,Hiện tại nhà dư xe ít đi nên cần bán lại em ex 150 chính chủ từ lúc mua mới đến hiện tại Chưa qua mua bán lần nào Xe đi làm hàng ngày thay dầu nhớt loại xịn đầy đủ máy móc còn ngon Bảo trì bảo dưỡng đầy đủ đều đặn Xe có chút xước xát Xe lên lốp mechilin đèn led chống trộm điện tử khoá thắng dĩa đi xăng A95 từ đó đến giờ Mua xe cuối 2016 ODO 86k xe cá nhân cam kết ko tua AE có thiện chí có thể đến tận nhà xem Ở Nguyễn Ánh Thủ Q12,Yamaha,Exciter,2016.0,86000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam
2348,15.2,CẦN BÁN XE LEAD NĂM 2014,CẦN BÁN XE LEAD NĂM 2014 XE CÒ ZIN TỪ NƯỚC SƠN ĐÃ TU SỮA VÀO 6 TRIỆU ĐỂ ĐI VÀ RÚT HỒ SƠ GỐC LÀM GIẤY TỜ NHƯNG VÌ GĐ CÓ CHUYỆN CẦN TIỀN GẤP BÁN NHANH 15 TRIỆU 300 GIÁ NÀY BÁN THEO THỊ TRƯỜNG NHƯNG KHÔNG TÍNH TIỀN SỬA VÀO BÁN CHO NHỮNG AI CẦN MUA CHẠY THÌ OK KHÔNG CẦN TU BỔ VÀO GÌ THÊM,Honda,Lead,2014.0,1.0,Đã sử dụng,Tay ga,100 - 175 cc,Thái Lan
2349,9.6,WAVEA 100 ĐK2015 MÁY ZIN XE CỰC BỀN CHẠYMẠNH ÊMRU,Em đang bán chiếc Wave A 100 đăng ký 2015 hàng hiếm máy Jin chạy cực ngon siêu bền nha các chức năng đầy đủ cả đề kèn xi nhan Ok lên đủ mua về chạy liền nha cà vẹt gốc đàng hoàng yên tâm mua bán tại nhà bao tranh chấp ạ,Honda,Wave,2015.0,25000.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật
2350,22.0,Bán xe máy exente 150,nhà chật ít di cần bán xe máy a chị em cần liên hệ xe nhà di rất kỹ,Yamaha,Exciter,2017.0,48000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nước khác
2351,5.9,AB HONĐA BIỂN59 XE HÃNG ĐẸP NGON BỀN RẺ MÁY ÊM RU,Anh em tài chính ít muốn kiếm xe hãng máy ngon giá rẻ chạy bền Biển Sài Gòn alo em nhé Em bán chiếc AB Tình trạng máy móc Êm không kêu hú các chức năng đề kèn xi nhan còn đủ cà vẹt gốc đàng hoàng Nói chung mua về chạy liền nhé Anh em nào cần alo em ạ,Honda,Air Blade,2009.0,25000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật
2352,7.7,WAVE ANPHA HONĐA XE ĐẸP MÁY NGON ÊMRU BAO BỀN MẠNH,AE BẠN BÈ KIẾM XE HÃNG NGON BỀN ĐẸP CÀNG CHẠY CÀNG BỀN ALO EM NHA EM BÁN CHIẾC WAVE ANPHA HONĐA BIỂN LONG AN TÌNH TRẠNG XE CHẠY TỐT MÁY MÓC ÊM RU CHẠY NGON LẮM CÁC CHỨC NĂNG OK HOẠT ĐỘNG TỐT CỰC KỲ TIẾT KIỆM XĂNG VÔ ĐỊCH LUÔN ĐỀ NHẸ NHÀNG ÊM ÁI LÊN XINHAN KÈN OK ĐỦ CẢ CAVET GỐC ĐÀNG HOÀNG YÊN TÂM TÓM LẠI MUA XE VỀ GIỌOC LIỀN AH,Honda,Wave,2006.0,25000.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật
2353,26.5,Honda Supper Dream 2016 mẫu cuối cùng mộc zin,Hình sao xe vậy bao sang tên công chứng mua bán trong ngày giá để lại cho anh em về chạy 26tr5 Mọi chi tiết inb để biết thêm thông tin Máy zin nắp chao chưa mở luôn ạ Xe đẹp cứng test thoải mái ưng lấy ạ Có gl máy game và xe các loại,Honda,Dream,2021.0,41000.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam
2354,40.0,suzuki gz150 quận 12,Xe chú em đi bảo dưỡng thường xuyên rất kỹ Nay có việc rất gấp nên cần bán gấp anh em vào thương lượng giá nha,Suzuki,GZ,2017.0,53908.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nhật Bản
2355,3.8,Xe trream Nhật,Cần bán một xe tream nhật xe đẹp máy cực kỳ êm điện đề đầy đủ giấy tờ đầy đủ biển số thành phố bao tranh chấp mua về đi chợ hay chở hàng đều ok hết xe chưa dặm tút máy móc nguyên zin không giọt nhớt thì thầm mua về không cần chỉnh sửa gì thêm ai có nhu cầu sử dụng alo tôi bớt cà phê cho ai mau lẹ giá rẻ hơn một con wave Trung Quốc,Honda,@,2006.0,42000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật
2356,9.8,Bán Xe Vision Fi 2013 zin màu đỏ lợi xăng,Cần bán xe vision fi 2013 zin màu đỏ đang chạy lun nha Máy móc êm ru dàn ngoài hơi trầy nhẹ theo năm tháng BSTP giấy tờ đầy đủ ai cần qua nhà e xem trực tiếp nha Xin cảm ơn ạ,Honda,Vision,2013.0,20000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác
2357,7.5,Wave RS 2007,Cần bán WAVE RS 2007 BS Sài Gòn xe bánh căm thắng đĩa Máy móc còn êm mạnh Dàn áo trầy theo thời gian Xe có cong trảng ba nhẹ Xem xe lh Bảo,Honda,Wave,2007.0,500000.0,Đã sử dụng,Xe số,50 - 100 cc,Việt Nam
2358,1.4,Xe Atila đang chạy quận 12,Xe bán ae về chạy chợ đi ăn tiệc đang chạy ngon lành,SYM,Attila,2005.0,700000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam
2359,2.5,Xe máy wave,Xe wave như hình xe trung quốc đời đầu cavet đầy đủ xe còn chạy tốt mua về là đi ko cần sửa chữa Ace quan tâm liên hệ chú Mão Gọi điện chứ nhắn tin chú không trả lời được,Hãng khác,Dòng khác,2010.0,100000.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam
2360,14.5,Xe không chính chủ Có cà vẹt gốc An toàn pháp ly,Xe biển đồng tháp Ko Chưa sang tên Xe zin tuyệt đối Không độ chế,Yamaha,Exciter,2017.0,51000.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam
2361,5.0,Bán xe Atila Victorya,Dư dùng cần bán lại chiếc xe Atila 125CC tình trạng xe chính chủ rất ít sử dụng máy móc chưa từng sửa chữa còn nguyên zin,SYM,Dòng khác,2010.0,4000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam
2362,9.8,Xe cổ Cub 67 50cc rất đẹp,Xe cổ cub 67 nguyên zin 1 thời huy hoàng máy móc êm ru dàn ngoài còn rất đẹp bs tỉnh giấy tờ đầy đủ ai cần gọi cho e nha,Honda,67,1987.0,20000.0,Đã sử dụng,Tay côn/Moto,50 - 100 cc,Nước khác
